"id","ville","date_mesure","Annee","MoisMesure","Temperature_maximale°","Temperature_minimale°","Vitesse_de_vent_km_h","Temperatur_de_vent°","Precipitation_mm","Humidite_en_pourcentage","Visibilite_km","Couverture_nuageuse_en_pourcentage","indice_chaleur","Point_rosee_°C","Pression_hPa","lever_soleil","coucher_soleil"
"19415","mostaganem","2014-05-24","2014","05","20","18","30","18","0","72","10","22","20","14","1016","05:48:00","20:05:00"
"19416","mostaganem","2014-05-25","2014","05","21","19","18","20","0","62","10","7","21","14","1018","05:48:00","20:06:00"
"19417","mostaganem","2014-05-26","2014","05","21","20","19","20","1","65","10","9","24","15","1019","05:47:00","20:07:00"
"19418","mostaganem","2014-05-27","2014","05","21","20","17","20","0","68","10","12","21","16","1019","05:47:00","20:07:00"
"19419","mostaganem","2014-05-28","2014","05","21","20","42","20","0","71","10","18","21","15","1017","05:46:00","20:08:00"
"19420","mostaganem","2014-05-29","2014","05","22","21","28","21","0","67","10","6","25","17","1019","05:46:00","20:09:00"
"19421","mostaganem","2014-05-30","2014","05","24","22","20","23","0","60","10","1","26","17","1019","05:45:00","20:09:00"
"19422","mostaganem","2014-05-31","2014","05","23","21","28","21","0","69","10","2","25","17","1017","05:45:00","20:10:00"
"19423","mostaganem","2014-06-01","2014","06","21","19","33","19","1","73","10","30","21","16","1016","05:45:00","20:11:00"
"19424","mostaganem","2014-06-02","2014","06","20","19","27","19","3","72","9.75","42","20","15","1019","05:44:00","20:11:00"
"19425","mostaganem","2014-06-03","2014","06","24","21","10","22","0","64","10","3","27","17","1020","05:44:00","20:12:00"
"19426","mostaganem","2014-06-04","2014","06","26","24","20","25","0","50","10","0","26","14","1016","05:44:00","20:12:00"
"19427","mostaganem","2014-06-05","2014","06","25","24","17","24","0","57","10","29","26","15","1014","05:44:00","20:13:00"
"19428","mostaganem","2014-06-06","2014","06","30","26","15","26","1","44","9.875","22","30","16","1014","05:43:00","20:14:00"
"19429","mostaganem","2014-06-07","2014","06","24","21","19","21","0","70","10","7","25","17","1016","05:43:00","20:14:00"
"19430","mostaganem","2014-06-08","2014","06","24","22","17","22","0","63","10","26","26","16","1017","05:43:00","20:15:00"
"19431","mostaganem","2014-06-09","2014","06","24","22","20","22","0","70","10","17","25","16","1017","05:43:00","20:15:00"
"19432","mostaganem","2014-06-10","2014","06","23","22","15","22","1","67","10","9","25","17","1016","05:43:00","20:16:00"
"19433","mostaganem","2014-06-11","2014","06","24","22","23","22","1","73","10","25","25","19","1018","05:43:00","20:16:00"
"19434","mostaganem","2014-06-12","2014","06","24","23","22","23","0","78","10","7","26","20","1020","05:43:00","20:16:00"
"19435","mostaganem","2014-06-13","2014","06","26","24","21","25","0","64","10","2","28","20","1019","05:43:00","20:17:00"
"19436","mostaganem","2014-06-14","2014","06","28","26","16","27","0","56","10","7","29","17","1016","05:43:00","20:17:00"
"19437","mostaganem","2014-06-15","2014","06","26","24","25","24","1","69","10","6","27","19","1011","05:43:00","20:18:00"
"19438","mostaganem","2014-06-16","2014","06","26","23","28","23","0","69","10","3","26","19","1013","05:43:00","20:18:00"
"19439","mostaganem","2014-06-17","2014","06","25","23","23","24","1","61","10","17","26","17","1015","05:43:00","20:18:00"
"19440","mostaganem","2014-06-18","2014","06","27","25","22","26","0","61","10","8","29","19","1016","05:43:00","20:19:00"
"19441","mostaganem","2014-06-19","2014","06","26","25","24","26","2","65","9.875","9","28","19","1016","05:43:00","20:19:00"
"19442","mostaganem","2014-06-20","2014","06","24","22","20","22","0","78","10","25","26","19","1015","05:43:00","20:19:00"
"19443","mostaganem","2014-06-21","2014","06","24","23","28","23","0","63","10","6","26","18","1016","05:44:00","20:19:00"
"19444","mostaganem","2014-06-22","2014","06","24","22","26","24","0","61","10","18","26","16","1017","05:44:00","20:19:00"
"19445","mostaganem","2014-06-23","2014","06","25","23","25","23","0","63","10","4","26","16","1018","05:44:00","20:20:00"
"19446","mostaganem","2014-06-24","2014","06","23","21","28","23","0","67","10","13","25","17","1018","05:44:00","20:20:00"
"19447","mostaganem","2014-06-25","2014","06","23","22","37","22","0","67","10","12","25","16","1017","05:45:00","20:20:00"
"19448","mostaganem","2014-06-26","2014","06","25","24","23","24","0","63","10","6","27","20","1018","05:45:00","20:20:00"
"19449","mostaganem","2014-06-27","2014","06","28","26","23","27","0","57","10","1","29","21","1018","05:45:00","20:20:00"
"19450","mostaganem","2014-06-28","2014","06","27","25","18","26","0","64","10","1","28","20","1016","05:46:00","20:20:00"
"19451","mostaganem","2014-06-29","2014","06","26","25","36","25","0","53","10","1","27","18","1018","05:46:00","20:20:00"
"19452","mostaganem","2014-06-30","2014","06","27","25","18","27","0","58","10","0","30","19","1018","05:46:00","20:20:00"
"19453","mostaganem","2014-07-01","2014","07","28","26","22","26","0","55","10","1","28","18","1016","05:47:00","20:20:00"
"19454","mostaganem","2014-07-02","2014","07","25","23","28","23","0","61","10","28","26","17","1015","05:47:00","20:20:00"
"19455","mostaganem","2014-07-03","2014","07","24","23","25","23","0","63","10","18","26","17","1017","05:48:00","20:20:00"
"19456","mostaganem","2014-07-04","2014","07","26","24","20","24","0","57","10","1","27","19","1018","05:48:00","20:20:00"
"19457","mostaganem","2014-07-05","2014","07","27","25","18","26","0","60","10","0","30","20","1017","05:49:00","20:19:00"
"19458","mostaganem","2014-07-06","2014","07","26","25","32","25","0","53","10","19","27","17","1015","05:49:00","20:19:00"
"19459","mostaganem","2014-07-07","2014","07","25","24","37","24","0","65","10","21","28","20","1017","05:50:00","20:19:00"
"19460","mostaganem","2014-07-08","2014","07","27","25","23","26","0","65","10","3","28","20","1018","05:50:00","20:19:00"
"19461","mostaganem","2014-07-09","2014","07","27","25","22","26","0","74","10","1","29","23","1016","05:51:00","20:19:00"
"19462","mostaganem","2014-07-10","2014","07","26","25","22","25","0","73","10","1","27","21","1016","05:52:00","20:18:00"
"19463","mostaganem","2014-07-11","2014","07","27","25","18","26","0","69","10","5","28","21","1017","05:52:00","20:18:00"
"19464","mostaganem","2014-07-12","2014","07","27","26","19","27","0","65","10","11","29","20","1016","05:53:00","20:18:00"
"19465","mostaganem","2014-07-13","2014","07","27","26","18","27","0","66","10","2","30","22","1016","05:53:00","20:17:00"
"19466","mostaganem","2014-07-14","2014","07","29","27","21","27","0","65","10","2","31","22","1017","05:54:00","20:17:00"
"19467","mostaganem","2014-07-15","2014","07","30","27","22","27","0","64","10","0","32","21","1017","05:55:00","20:16:00"
"19468","mostaganem","2014-07-16","2014","07","30","27","23","30","0","65","10","0","34","23","1017","05:55:00","20:16:00"
"19469","mostaganem","2014-07-17","2014","07","32","30","23","32","1","48","10","4","36","21","1018","05:56:00","20:15:00"
"19470","mostaganem","2014-07-18","2014","07","30","28","23","28","0","64","10","25","33","21","1014","05:57:00","20:15:00"
"19471","mostaganem","2014-07-19","2014","07","28","26","24","26","1","63","9.875","12","30","21","1014","05:57:00","20:14:00"
"19472","mostaganem","2014-07-20","2014","07","27","25","30","25","1","58","9.875","5","28","19","1018","05:58:00","20:14:00"
"19473","mostaganem","2014-07-21","2014","07","27","26","20","27","0","58","10","1","30","19","1019","05:59:00","20:13:00"
"19474","mostaganem","2014-07-22","2014","07","29","27","17","27","0","53","10","0","29","18","1017","05:59:00","20:12:00"
"19475","mostaganem","2014-07-23","2014","07","30","28","17","29","0","52","10","7","31","18","1013","06:00:00","20:12:00"
"19476","mostaganem","2014-07-24","2014","07","28","26","17","26","1","64","10","16","29","19","1011","06:01:00","20:11:00"
"19477","mostaganem","2014-07-25","2014","07","26","24","12","26","1","60","9.875","21","28","20","1011","06:02:00","20:10:00"
"19478","mostaganem","2014-07-26","2014","07","28","25","18","26","0","74","10","1","32","23","1015","06:02:00","20:09:00"
"19479","mostaganem","2014-07-27","2014","07","27","25","16","27","0","78","10","5","31","24","1016","06:03:00","20:09:00"
"19480","mostaganem","2014-07-28","2014","07","28","26","14","28","0","74","10","3","33","24","1016","06:04:00","20:08:00"
"19481","mostaganem","2014-07-29","2014","07","27","26","22","26","0","73","10","0","29","22","1014","06:05:00","20:07:00"
"19482","mostaganem","2014-07-30","2014","07","29","26","24","28","0","76","10","1","32","24","1014","06:05:00","20:06:00"
"19483","mostaganem","2014-07-31","2014","07","28","26","19","27","0","69","10","0","31","22","1015","06:06:00","20:05:00"
"19484","mostaganem","2014-08-01","2014","08","28","26","32","26","0","63","10","1","30","22","1014","06:07:00","20:04:00"
"19485","mostaganem","2014-08-02","2014","08","26","25","39","25","0","63","10","2","28","18","1011","06:08:00","20:04:00"
"19486","mostaganem","2014-08-03","2014","08","28","27","15","27","0","62","10","2","29","21","1013","06:08:00","20:03:00"
"19487","mostaganem","2014-08-04","2014","08","29","27","19","27","0","65","10","8","30","21","1016","06:09:00","20:02:00"
"19488","mostaganem","2014-08-05","2014","08","29","27","19","27","0","63","10","0","33","22","1017","06:10:00","20:01:00"
"19489","mostaganem","2014-08-06","2014","08","29","26","19","28","0","63","10","3","33","22","1017","06:11:00","20:00:00"
"19490","mostaganem","2014-08-07","2014","08","29","27","20","28","0","65","10","4","33","22","1016","06:12:00","19:59:00"
"19491","mostaganem","2014-08-08","2014","08","30","28","18","28","0","66","10","15","33","24","1014","06:12:00","19:58:00"
"19492","mostaganem","2014-08-09","2014","08","31","28","24","28","1","62","10","6","33","22","1012","06:13:00","19:57:00"
"19493","mostaganem","2014-08-10","2014","08","30","28","17","30","1","66","9.875","1","36","24","1013","06:14:00","19:56:00"
"19494","mostaganem","2014-08-11","2014","08","30","28","22","29","0","56","10","0","32","21","1015","06:15:00","19:54:00"
"19495","mostaganem","2014-08-12","2014","08","29","27","17","28","0","65","10","0","31","22","1015","06:15:00","19:53:00"
"19496","mostaganem","2014-08-13","2014","08","30","28","27","28","0","56","10","0","32","22","1013","06:16:00","19:52:00"
"19497","mostaganem","2014-08-14","2014","08","28","27","16","27","0","69","10","0","30","22","1015","06:17:00","19:51:00"
"19498","mostaganem","2014-08-15","2014","08","28","26","21","27","0","74","10","3","34","24","1017","06:18:00","19:50:00"
"19499","mostaganem","2014-08-16","2014","08","28","25","28","26","0","76","10","17","30","22","1017","06:19:00","19:49:00"
"19500","mostaganem","2014-08-17","2014","08","29","26","28","26","0","70","10","2","31","21","1017","06:19:00","19:48:00"
"19501","mostaganem","2014-08-18","2014","08","28","26","19","26","0","79","10","4","31","22","1013","06:20:00","19:46:00"
"19502","mostaganem","2014-08-19","2014","08","28","26","19","26","0","77","10","15","30","23","1014","06:21:00","19:45:00"
"19503","mostaganem","2014-08-20","2014","08","29","27","28","28","0","54","10","0","31","20","1016","06:22:00","19:44:00"
"19504","mostaganem","2014-08-21","2014","08","30","28","18","29","0","57","10","0","31","21","1016","06:23:00","19:43:00"
"19505","mostaganem","2014-08-22","2014","08","29","27","19","28","1","60","9.875","4","32","20","1015","06:23:00","19:41:00"
"19506","mostaganem","2014-08-23","2014","08","28","27","19","27","3","67","9.625","7","31","21","1018","06:24:00","19:40:00"
"19507","mostaganem","2014-08-24","2014","08","29","26","22","27","1","69","10","4","30","22","1018","06:25:00","19:39:00"
"19508","mostaganem","2014-08-25","2014","08","29","26","17","28","0","74","10","2","33","24","1017","06:26:00","19:37:00"
"19509","mostaganem","2014-08-26","2014","08","29","27","14","29","0","63","10","0","35","23","1015","06:26:00","19:36:00"
"19510","mostaganem","2014-08-27","2014","08","31","29","16","29","0","55","10","5","32","20","1015","06:27:00","19:35:00"
"19511","mostaganem","2014-08-28","2014","08","30","28","17","28","0","59","10","3","36","22","1016","06:28:00","19:33:00"
"19512","mostaganem","2014-08-29","2014","08","30","28","19","28","1","64","10","8","31","21","1016","06:29:00","19:32:00"
"19513","mostaganem","2014-08-30","2014","08","28","26","19","27","0","75","10","4","31","22","1016","06:30:00","19:31:00"
"19514","mostaganem","2014-08-31","2014","08","27","25","19","26","0","80","10","23","30","22","1016","06:30:00","19:29:00"
"19515","mostaganem","2014-09-01","2014","09","28","26","18","27","0","77","10","5","31","23","1016","06:31:00","19:28:00"
"19516","mostaganem","2014-09-02","2014","09","31","28","17","30","0","60","10","3","37","23","1014","06:32:00","19:26:00"
"19517","mostaganem","2014-09-03","2014","09","29","28","18","28","0","69","10","6","32","22","1013","06:33:00","19:25:00"
"19518","mostaganem","2014-09-04","2014","09","30","28","22","28","0","66","10","2","32","23","1013","06:33:00","19:23:00"
"19519","mostaganem","2014-09-05","2014","09","30","27","23","28","0","66","10","1","32","22","1015","06:34:00","19:22:00"
"19520","mostaganem","2014-09-06","2014","09","29","27","23","28","0","62","10","1","31","22","1014","06:35:00","19:21:00"
"19521","mostaganem","2014-09-07","2014","09","30","27","19","27","0","64","10","7","31","22","1013","06:36:00","19:19:00"
"19522","mostaganem","2014-09-08","2014","09","28","26","24","26","1","68","10","4","31","21","1014","06:36:00","19:18:00"
"19523","mostaganem","2014-09-09","2014","09","27","25","20","26","0","74","10","3","30","22","1015","06:37:00","19:16:00"
"19524","mostaganem","2014-09-10","2014","09","28","26","17","27","0","70","10","2","34","25","1016","06:38:00","19:15:00"
"19525","mostaganem","2014-09-11","2014","09","28","26","29","26","0","66","10","2","30","21","1015","06:39:00","19:13:00"
"19526","mostaganem","2014-09-12","2014","09","28","27","24","27","0","58","10","1","30","19","1016","06:40:00","19:12:00"
"19527","mostaganem","2014-09-13","2014","09","27","25","21","25","1","67","10","41","29","20","1017","06:40:00","19:10:00"
"19528","mostaganem","2014-09-14","2014","09","29","28","22","28","0","58","10","4","32","22","1015","06:41:00","19:09:00"
"19529","mostaganem","2014-09-15","2014","09","29","26","20","27","1","60","10","11","30","19","1015","06:42:00","19:07:00"
"19530","mostaganem","2014-09-16","2014","09","32","29","22","30","1","56","10","18","34","21","1012","06:43:00","19:06:00"
"19531","mostaganem","2014-09-17","2014","09","27","26","19","26","0","67","10","10","29","20","1011","06:43:00","19:04:00"
"19532","mostaganem","2014-09-18","2014","09","27","25","22","25","1","65","10","8","28","18","1012","06:44:00","19:03:00"
"19533","mostaganem","2014-09-19","2014","09","26","25","19","26","1","64","9.875","21","28","19","1015","06:45:00","19:01:00"
"19534","mostaganem","2014-09-20","2014","09","28","25","19","25","4","70","9.625","38","29","20","1020","06:46:00","19:00:00"
"19535","mostaganem","2014-09-21","2014","09","31","27","21","28","1","64","9.875","32","32","20","1019","06:46:00","18:58:00"
"19536","mostaganem","2014-09-22","2014","09","27","25","24","26","0","65","10","19","29","20","1016","06:47:00","18:57:00"
"19537","mostaganem","2014-09-23","2014","09","26","24","23","25","0","61","10","6","27","18","1016","06:48:00","18:55:00"
"19538","mostaganem","2014-09-24","2014","09","26","24","22","24","0","66","10","16","27","18","1016","06:49:00","18:54:00"
"19539","mostaganem","2014-09-25","2014","09","25","24","21","24","0","69","10","14","27","18","1019","06:50:00","18:52:00"
"19540","mostaganem","2014-09-26","2014","09","27","25","28","25","0","68","9.75","21","29","20","1019","06:50:00","18:51:00"
"19541","mostaganem","2014-09-27","2014","09","28","26","31","26","1","67","9.75","30","30","21","1018","06:51:00","18:49:00"
"19542","mostaganem","2014-09-28","2014","09","27","25","30","25","0","80","9.375","35","29","22","1020","06:52:00","18:48:00"
"19543","mostaganem","2014-09-29","2014","09","27","25","26","25","1","74","9.75","24","28","21","1021","06:53:00","18:46:00"
"19544","mostaganem","2014-09-30","2014","09","29","25","28","26","1","68","9.75","21","30","21","1022","06:54:00","18:45:00"
"19545","mostaganem","2014-10-01","2014","10","28","27","19","27","1","62","10","22","30","20","1022","06:54:00","18:43:00"
"19546","mostaganem","2014-10-02","2014","10","26","25","19","25","0","76","10","7","28","21","1022","06:55:00","18:42:00"
"19547","mostaganem","2014-10-03","2014","10","25","23","23","24","5","74","9.625","11","26","22","1020","06:56:00","18:41:00"
"19548","mostaganem","2014-10-04","2014","10","24","23","17","23","0","66","10","6","27","19","1019","06:57:00","18:39:00"
"19549","mostaganem","2014-10-05","2014","10","25","24","17","24","0","62","10","12","27","17","1017","06:58:00","18:38:00"
"19550","mostaganem","2014-10-06","2014","10","25","23","19","23","0","72","10","6","27","18","1015","06:59:00","18:36:00"
"19551","mostaganem","2014-10-07","2014","10","25","23","13","24","0","73","10","2","26","19","1015","06:59:00","18:35:00"
"19552","mostaganem","2014-10-08","2014","10","26","24","16","24","0","68","10","24","27","20","1014","07:00:00","18:33:00"
"19553","mostaganem","2014-10-09","2014","10","25","24","18","24","0","71","10","10","27","20","1015","07:01:00","18:32:00"
"19554","mostaganem","2014-10-10","2014","10","25","24","17","24","0","71","10","15","27","20","1016","07:02:00","18:31:00"
"19555","mostaganem","2014-10-11","2014","10","29","24","25","25","0","61","10","35","28","19","1016","07:03:00","18:29:00"
"19556","mostaganem","2014-10-12","2014","10","27","21","28","21","5","75","9.625","36","27","18","1014","07:04:00","18:28:00"
"19557","mostaganem","2014-10-13","2014","10","23","21","20","21","1","66","9.875","34","25","17","1016","07:05:00","18:27:00"
"19558","mostaganem","2014-10-14","2014","10","20","19","38","19","8","75","9.375","47","24","15","1013","07:05:00","18:25:00"
"19559","mostaganem","2014-10-15","2014","10","22","21","26","21","1","69","9.875","16","25","16","1018","07:06:00","18:24:00"
"19560","mostaganem","2014-10-16","2014","10","25","22","11","23","0","65","10","10","28","19","1019","07:07:00","18:23:00"
"19561","mostaganem","2014-10-17","2014","10","28","25","9","26","0","55","10","3","30","19","1019","07:08:00","18:21:00"
"19562","mostaganem","2014-10-18","2014","10","29","25","17","25","0","49","10","1","33","18","1020","07:09:00","18:20:00"
"19563","mostaganem","2014-10-19","2014","10","30","25","21","25","0","45","10","0","29","13","1021","07:10:00","18:19:00"
"19564","mostaganem","2014-10-20","2014","10","29","25","14","25","0","44","10","0","31","16","1021","07:11:00","18:18:00"
"19565","mostaganem","2014-10-21","2014","10","25","23","13","24","0","79","10","3","27","21","1024","07:12:00","18:16:00"
"19566","mostaganem","2014-10-22","2014","10","24","22","20","22","0","71","10","3","26","18","1023","07:13:00","18:15:00"
"19567","mostaganem","2014-10-23","2014","10","23","21","17","22","0","76","10","9","25","19","1022","07:14:00","18:14:00"
"19568","mostaganem","2014-10-24","2014","10","25","22","16","23","0","59","10","9","26","15","1018","07:14:00","18:13:00"
"19569","mostaganem","2014-10-25","2014","10","26","23","17","24","0","55","10","22","27","14","1019","07:15:00","18:12:00"
"19570","mostaganem","2014-10-26","2014","10","26","23","14","24","0","53","10","54","27","15","1020","07:16:00","18:10:00"
"19571","mostaganem","2014-10-27","2014","10","25","23","17","23","0","70","9.75","28","26","17","1019","07:17:00","18:09:00"
"19572","mostaganem","2014-10-28","2014","10","23","21","16","22","0","74","10","15","25","18","1017","07:18:00","18:08:00"
"19573","mostaganem","2014-10-29","2014","10","24","22","20","22","0","68","10","6","26","17","1018","07:19:00","18:07:00"
"19574","mostaganem","2014-10-30","2014","10","25","22","23","22","0","60","10","2","25","15","1021","07:20:00","18:06:00"
"19575","mostaganem","2014-10-31","2014","10","24","21","20","21","0","60","10","1","25","14","1022","07:21:00","18:05:00"
"19576","mostaganem","2014-11-01","2014","11","23","20","17","21","0","65","10","0","25","14","1023","07:22:00","18:04:00"
"19577","mostaganem","2014-11-02","2014","11","23","20","12","21","0","59","10","18","25","15","1022","07:23:00","18:03:00"
"19578","mostaganem","2014-11-03","2014","11","23","20","17","21","0","68","10","9","25","15","1017","07:24:00","18:02:00"
"19579","mostaganem","2014-11-04","2014","11","23","19","51","19","7","71","9.5","52","25","14","1012","07:25:00","18:01:00"
"19580","mostaganem","2014-11-05","2014","11","17","16","23","16","11","66","9","26","17","10","1013","07:26:00","18:00:00"
"19581","mostaganem","2014-11-06","2014","11","18","16","28","18","4","63","9.5","11","18","11","1017","07:27:00","17:59:00"
"19582","mostaganem","2014-11-07","2014","11","20","19","41","19","0","76","10","28","20","15","1018","07:28:00","17:59:00"
"19583","mostaganem","2014-11-08","2014","11","22","20","32","20","0","71","10","31","25","15","1018","07:29:00","17:58:00"
"19584","mostaganem","2014-11-09","2014","11","18","17","33","17","4","74","8.625","57","19","14","1014","07:30:00","17:57:00"
"19585","mostaganem","2014-11-10","2014","11","17","16","17","16","2","66","9.75","24","17","10","1015","07:31:00","17:56:00"
"19586","mostaganem","2014-11-11","2014","11","19","15","29","13","4","67","9.75","38","19","13","1014","07:32:00","17:55:00"
"19587","mostaganem","2014-11-12","2014","11","20","19","33","19","1","72","9.875","50","20","14","1016","07:33:00","17:55:00"
"19588","mostaganem","2014-11-13","2014","11","21","19","12","19","0","65","10","16","25","14","1018","07:34:00","17:54:00"
"19589","mostaganem","2014-11-14","2014","11","22","19","14","19","0","74","10","20","25","15","1014","07:35:00","17:53:00"
"19590","mostaganem","2014-11-15","2014","11","20","18","41","18","2","70","9.875","28","20","16","1016","07:36:00","17:52:00"
"19591","mostaganem","2014-11-16","2014","11","18","17","27","17","0","68","10","44","18","12","1017","07:37:00","17:52:00"
"19592","mostaganem","2014-11-17","2014","11","19","17","18","18","0","71","10","26","19","14","1014","07:38:00","17:51:00"
"19593","mostaganem","2014-11-18","2014","11","19","17","10","18","0","75","10","4","20","14","1014","07:39:00","17:51:00"
"19594","mostaganem","2014-11-19","2014","11","22","19","18","20","0","66","10","3","25","13","1016","07:40:00","17:50:00"
"19595","mostaganem","2014-11-20","2014","11","25","20","15","20","0","53","10","3","27","13","1017","07:41:00","17:50:00"
"19596","mostaganem","2014-11-21","2014","11","25","20","21","20","1","47","10","41","26","11","1017","07:42:00","17:49:00"
"19597","mostaganem","2014-11-22","2014","11","26","22","30","22","0","41","10","60","26","10","1017","07:43:00","17:49:00"
"19598","mostaganem","2014-11-23","2014","11","25","22","36","22","1","53","10","32","25","13","1015","07:44:00","17:48:00"
"19599","mostaganem","2014-11-24","2014","11","22","20","24","20","1","61","10","24","25","14","1016","07:45:00","17:48:00"
"19600","mostaganem","2014-11-25","2014","11","19","18","25","18","2","80","9.75","39","19","14","1018","07:46:00","17:47:00"
"19601","mostaganem","2014-11-26","2014","11","19","17","14","18","0","71","10","25","19","13","1017","07:47:00","17:47:00"
"19602","mostaganem","2014-11-27","2014","11","21","18","24","18","1","65","9.875","26","24","12","1011","07:48:00","17:47:00"
"19603","mostaganem","2014-11-28","2014","11","18","17","32","17","1","67","8.375","55","18","12","998","07:49:00","17:47:00"
"19604","mostaganem","2014-11-29","2014","11","19","17","18","17","4","78","9.625","48","19","13","996","07:50:00","17:46:00"
"19605","mostaganem","2014-11-30","2014","11","18","16","40","16","4","65","9.75","48","18","12","1002","07:51:00","17:46:00"
"19606","mostaganem","2014-12-01","2014","12","17","16","41","16","3","79","8.375","62","17","14","1004","07:52:00","17:46:00"
"19607","mostaganem","2014-12-02","2014","12","17","14","24","13","12","79","9.125","50","17","13","1012","07:52:00","17:46:00"
"19608","mostaganem","2014-12-03","2014","12","19","14","15","13","0","61","9.875","21","19","11","1012","07:53:00","17:46:00"
"19609","mostaganem","2014-12-04","2014","12","17","16","36","16","6","68","9.5","22","17","10","1016","07:54:00","17:46:00"
"19610","mostaganem","2014-12-05","2014","12","16","15","41","15","1","65","9.875","21","16","9","1023","07:55:00","17:46:00"
"19611","mostaganem","2014-12-06","2014","12","16","15","23","13","0","64","10","16","16","8","1024","07:56:00","17:46:00"
"19612","mostaganem","2014-12-07","2014","12","14","13","36","11","0","55","10","12","14","6","1028","07:57:00","17:46:00"
"19613","mostaganem","2014-12-08","2014","12","15","12","15","11","0","72","10","12","15","8","1028","07:57:00","17:46:00"
"19614","mostaganem","2014-12-09","2014","12","16","14","46","12","1","55","10","18","16","9","1026","07:58:00","17:46:00"
"19615","mostaganem","2014-12-10","2014","12","15","13","24","12","0","62","10","32","15","7","1031","07:59:00","17:46:00"
"19616","mostaganem","2014-12-11","2014","12","15","11","14","10","0","63","10","13","16","7","1030","08:00:00","17:46:00"
"19617","mostaganem","2014-12-12","2014","12","18","13","15","12","0","47","10","48","19","6","1027","08:00:00","17:46:00"
"19618","mostaganem","2014-12-13","2014","12","19","13","19","12","0","50","10","21","19","7","1020","08:01:00","17:47:00"
"19619","mostaganem","2014-12-14","2014","12","16","14","25","12","0","53","10","36","17","5","1015","08:02:00","17:47:00"
"19620","mostaganem","2014-12-15","2014","12","15","12","37","10","4","81","9.875","50","15","10","1017","08:03:00","17:47:00"
"19621","mostaganem","2014-12-16","2014","12","16","14","38","12","6","78","9.375","55","16","11","1019","08:03:00","17:47:00"
"19622","mostaganem","2014-12-17","2014","12","16","14","18","14","0","70","10","24","16","11","1025","08:04:00","17:48:00"
"19623","mostaganem","2014-12-18","2014","12","17","14","15","13","0","74","10","16","17","11","1028","08:04:00","17:48:00"
"19624","mostaganem","2014-12-19","2014","12","17","16","4","16","0","68","10","15","18","11","1030","08:05:00","17:49:00"
"19625","mostaganem","2014-12-20","2014","12","18","16","10","17","0","71","10","2","21","13","1031","08:06:00","17:49:00"
"19626","mostaganem","2014-12-21","2014","12","16","14","17","13","0","83","10","8","16","12","1031","08:06:00","17:49:00"
"19627","mostaganem","2014-12-22","2014","12","17","14","18","14","0","73","10","7","18","11","1031","08:07:00","17:50:00"
"19628","mostaganem","2014-12-23","2014","12","18","13","20","12","0","63","10","5","19","9","1030","08:07:00","17:50:00"
"19629","mostaganem","2014-12-24","2014","12","16","13","14","12","0","68","10","23","17","9","1029","08:07:00","17:51:00"
"19630","mostaganem","2014-12-25","2014","12","15","13","10","13","0","79","10","30","15","10","1031","08:08:00","17:52:00"
"19631","mostaganem","2014-12-26","2014","12","15","13","10","13","1","78","9.75","22","15","11","1031","08:08:00","17:52:00"
"19632","mostaganem","2014-12-27","2014","12","16","13","28","11","0","72","10","17","16","9","1029","08:09:00","17:53:00"
"19633","mostaganem","2014-12-28","2014","12","16","15","52","12","2","74","9.875","29","16","11","1020","08:09:00","17:54:00"
"19634","mostaganem","2014-12-29","2014","12","14","10","40","7","7","79","9.375","62","14","9","1031","08:09:00","17:54:00"
"19635","mostaganem","2014-12-30","2014","12","12","11","14","10","1","55","9.875","33","12","5","1033","08:09:00","17:55:00"
"19636","mostaganem","2014-12-31","2014","12","13","10","18","8","0","63","10","6","13","4","1034","08:10:00","17:56:00"
"19637","mostaganem","2015-01-01","2015","01","14","12","15","11","0","74","10","7","14","8","1036","08:10:00","17:56:00"
"19638","mostaganem","2015-01-02","2015","01","14","11","10","12","0","72","10","0","16","9","1038","08:10:00","17:57:00"
"19639","mostaganem","2015-01-03","2015","01","16","12","9","12","0","52","10","1","18","7","1039","08:10:00","17:58:00"
"19640","mostaganem","2015-01-04","2015","01","18","13","15","12","0","61","10","2","19","9","1035","08:10:00","17:59:00"
"19641","mostaganem","2015-01-05","2015","01","17","14","10","16","0","60","10","1","17","10","1031","08:10:00","18:00:00"
"19642","mostaganem","2015-01-06","2015","01","16","13","11","13","0","74","10","16","16","9","1027","08:10:00","18:00:00"
"19643","mostaganem","2015-01-07","2015","01","15","13","11","13","0","74","10","26","15","10","1031","08:10:00","18:01:00"
"19644","mostaganem","2015-01-08","2015","01","15","13","17","12","0","74","10","0","15","9","1039","08:10:00","18:02:00"
"19645","mostaganem","2015-01-09","2015","01","15","13","13","13","0","77","10","2","15","10","1042","08:10:00","18:03:00"
"19646","mostaganem","2015-01-10","2015","01","18","13","12","13","0","64","10","0","20","11","1040","08:10:00","18:04:00"
"19647","mostaganem","2015-01-11","2015","01","18","15","14","15","0","72","10","3","18","12","1031","08:10:00","18:05:00"
"19648","mostaganem","2015-01-12","2015","01","18","15","12","14","0","64","10","28","18","10","1032","08:10:00","18:06:00"
"19649","mostaganem","2015-01-13","2015","01","18","15","11","15","0","67","10","35","19","11","1028","08:10:00","18:07:00"
"19650","mostaganem","2015-01-14","2015","01","18","15","11","15","0","66","10","34","19","11","1027","08:10:00","18:08:00"
"19651","mostaganem","2015-01-15","2015","01","19","15","17","16","0","71","10","19","19","11","1025","08:09:00","18:09:00"
